"","Bas","Bmem","Bnv","CD4mem","CD4nv","CD8mem","CD8nv","Eos","Mono","Neu","NK","Treg"
"cg10319857",0.0812041892752825,0.980063067936001,0.979338913035928,0.976740569549354,0.976288811628151,0.977451376783896,0.978678438259062,0.657422195909587,0.98416896019489,0.979333858537218,0.974070646294281,0.973661249459987
"cg03223734",0.0765479266571508,0.944691700651655,0.983304262428104,0.917460029980433,0.9838504976603,0.940567770762256,0.98316941032836,0.766740858982295,0.986644027868354,0.978163817780023,0.985146151094051,0.905682921588006
"cg11809342",0.0964065507183714,0.968620042449524,0.985853725581815,0.967283206181651,0.985285345397978,0.982127151745461,0.985752722500509,0.830759641024599,0.986343039021534,0.977707607974818,0.972789202001151,0.970296784107716
"cg02329886",0.111246422339168,0.982125822785122,0.98674022506065,0.981881097261421,0.9822343964897,0.982427523220046,0.983522815205544,0.965184057267573,0.984533434321497,0.981098799509336,0.982263992399643,0.980439489192564
"cg20603543",0.104618625992446,0.967138373623377,0.982225807929743,0.979165243297015,0.981491191424438,0.981087121884713,0.982307325433345,0.911969153338883,0.985416194550056,0.984885204596561,0.971455637115367,0.980017525589952
"cg12037509",0.116203981639205,0.986371115937861,0.987696728445818,0.985798600964129,0.986844522976965,0.987253569148138,0.988375444926664,0.951497656397853,0.990100560828634,0.988510728202697,0.989265166644008,0.985152729182367
"cg03767333",0.0713780283366461,0.976487725028687,0.974577642912719,0.975765597582366,0.979795322948346,0.974379000147481,0.977623691244859,0.54888743495107,0.977601382392662,0.962831315623346,0.962306238884034,0.974025898247312
"cg21715896",0.099030049759424,0.979417219974257,0.983107475742462,0.976025839654261,0.982163341369546,0.975176791207239,0.98256120009934,0.855949886958993,0.971931768382693,0.964704395709737,0.981439673149283,0.972036204437025
"cg09320210",0.0716079839255374,0.947856969681034,0.971509951509367,0.941530856908195,0.972700796328894,0.961394995193302,0.971338189305279,0.728046741490863,0.975626740163928,0.915955865485747,0.973667191827396,0.961357795153839
"cg24791846",0.114617729273224,0.977336999031092,0.978719647229819,0.978901802618588,0.980434544147716,0.980856742044575,0.980902724053065,0.979881710722169,0.985556943249932,0.984432578916013,0.984458434139009,0.976638123870469
"cg17066349",0.0822028371708656,0.971673423207376,0.974004252341221,0.976993749160269,0.977591212855548,0.979089160772838,0.979215193029497,0.60500817810176,0.984800451866911,0.981576879117646,0.982951825510865,0.974224464550834
"cg05865769",0.109232966115034,0.976611156377432,0.979795108504362,0.979376343470041,0.981633252782543,0.982008321297129,0.982462627121584,0.896506029380988,0.986918567375823,0.985174131574125,0.984932080603311,0.977253215857721
"cg16225218",0.0558519799159844,0.962676334172615,0.971562797539893,0.968948994813024,0.978634994249966,0.970797827659563,0.975990516758147,0.393561505460445,0.975523745775149,0.936154677761922,0.969351542400496,0.962283410130508
"cg00989157",0.0931611807530328,0.980807798762233,0.989973595797283,0.955343763436541,0.989168597243447,0.950914127765798,0.986946002247763,0.708487247687182,0.990238722902958,0.98164174551733,0.986808117549689,0.969615303880622
"cg22197708",0.111594294516924,0.976262434357314,0.983594071506262,0.974245884243778,0.984375623313232,0.978612436903206,0.984639109780843,0.912623516284044,0.983749498712582,0.983619471884523,0.975317313750294,0.977142715121695
"cg24057792",0.101129687544217,0.979982151610918,0.981617878930619,0.98017446223909,0.982290519954186,0.98215463432306,0.982524490165802,0.751706775172227,0.986763155668083,0.985518453800174,0.98577035461772,0.980115950567755
"cg09275783",0.0996799164131287,0.967187299430559,0.985782393420929,0.94924587074991,0.98559551232939,0.932001460649751,0.986257070738903,0.862132042301183,0.985854618665456,0.982105171595742,0.963105031821315,0.95659294307412
"cg02752529",0.107074949450968,0.981680602392314,0.983978441421169,0.978997407272525,0.984051269787206,0.982856583204305,0.984378463304265,0.807636389366231,0.984354784203852,0.979926437759983,0.983359841589227,0.979429658412067
"cg22609618",0.104499241822354,0.962490784163196,0.964324118418324,0.973578275320669,0.976136447978747,0.974587290905821,0.976664112206699,0.971980423938996,0.918851365426617,0.981783644398086,0.981351530620099,0.925287670152068
"cg12018521",0.100506264654222,0.986559185051206,0.986730081635581,0.983922644425466,0.985213404413773,0.983762377277437,0.985943535393288,0.937989845029126,0.987711371416238,0.986789671091192,0.714221934575061,0.983045772064456
"cg07818422",0.0876895797379998,0.984631955221548,0.98603679068819,0.962635221278412,0.981754076175801,0.965776952435664,0.984753862771831,0.574304393007741,0.987689436117719,0.984458059653861,0.973126689120746,0.965597656274708
"cg23639055",0.114541280704268,0.977681312708109,0.982492236331205,0.966996582749529,0.980163735734903,0.973953435173862,0.980490071986713,0.929391623018414,0.970377984484538,0.969083915245267,0.969053676312286,0.977462868214572
"cg10370426",0.0943683265934278,0.954022564490865,0.968462580637052,0.961622875024455,0.975181311971896,0.96735597297877,0.973217589849698,0.736121825926678,0.981306590504926,0.979099950200452,0.970179542523029,0.939361089931864
"cg15454598",0.0591538638372352,0.953548268897195,0.959579194789034,0.9614965900258,0.966610595069664,0.965753620154155,0.967524745048999,0.498314611333703,0.956554287930501,0.837234348083783,0.969111694123096,0.961645798724732
"cg20842915",0.0807504369161317,0.973190700969948,0.975615319611589,0.97711166570386,0.976968777052466,0.977219525737877,0.978646863761006,0.706663581237064,0.861714335045562,0.863740273530894,0.982507405441212,0.975923549099535
"cg12598025",0.0752693886236372,0.981197492118013,0.980024899200704,0.977484559345154,0.98096399661057,0.982002288311437,0.979670445768951,0.50374358800574,0.939891795628755,0.882711681123932,0.9439533891249,0.978359961869805
"cg27546797",0.0871371932791053,0.87850715082396,0.957088401957327,0.952750963274698,0.968630742382669,0.959121568391856,0.972303187655796,0.680147117548965,0.977074918773784,0.974273627148628,0.970155444676843,0.942682020289639
"cg22553555",0.108492973527887,0.966659440129502,0.977618303040812,0.879987289162246,0.977986967333179,0.974705651242527,0.979772503516816,0.975450199837656,0.986774282532326,0.9850441352764,0.98515977050408,0.663338810275066
"cg14458002",0.0987469382358025,0.977451319509801,0.978617871244071,0.969084745052982,0.978496301061743,0.976875830690203,0.977218978259371,0.534572870096294,0.984159802136448,0.976526177489606,0.973749406689213,0.974967291370413
"cg22855021",0.12332556129864,0.977686874903818,0.981008229246563,0.978032271914441,0.981049035602575,0.981408871587029,0.980216419588046,0.788004373235691,0.985789868436194,0.982978005455035,0.985219866411067,0.976125416363771
"cg14200678",0.113701957294923,0.831796568638619,0.985181999041895,0.981974697136986,0.984625792287532,0.982330136514419,0.985898378393126,0.863473277215288,0.984547694399107,0.980228207233937,0.983191752940899,0.981667309792404
"cg11416492",0.110696832697333,0.933854946038554,0.969044463286507,0.968438013380552,0.975561982631905,0.970574054330387,0.973647571935378,0.776531906086971,0.98119211175841,0.975746131353261,0.971335166337905,0.963155045935692
"cg07188551",0.13363228449413,0.976487098239804,0.986301069268137,0.975524247895294,0.985142484316452,0.982424012359252,0.984722871725873,0.917027270384648,0.986815629369438,0.98544234171404,0.96214916669923,0.970267379911264
"cg10330847",0.109353818931939,0.982446965840448,0.983515040198394,0.980479772319782,0.985948583428422,0.987229218958528,0.985611718921967,0.715700719131192,0.986069664264628,0.982565591507716,0.827165867278753,0.985996245581149
"cg15599437",0.901042620107344,0.171850569815782,0.0320920174010139,0.04665165892895,0.0329115499907763,0.0183700007144968,0.120087611242461,0.200262011286178,0.189819526041494,0.124684100027638,0.0198642364463955,0.0272488486939449
"cg13538637",0.930830259240263,0.0696690297329364,0.0974009655087661,0.0789899824994972,0.0547378947439197,0.0581785596347676,0.0584506955406913,0.619859630074692,0.397882080304078,0.276019342673719,0.66686444349224,0.0763108583246435
"cg09228833",0.863331596886974,0.143297687141649,0.885301802164156,0.0839978814622454,0.0919186442492058,0.0648940538084531,0.0716333080705601,0.145045973746716,0.0724106292703219,0.0588754533934843,0.0846939833073961,0.0872851042260385
"cg17607231",0.855523053218473,0.0282404944655253,0.0355739373216731,0.0871507592318735,0.334719893002392,0.132349966423837,0.486225320423804,0.180235432604255,0.155912002146443,0.165448690325641,0.228259526863919,0.0926697774503705
"cg20472746",0.840947522109888,0.180061877626257,0.278619879718334,0.0586249838663714,0.0343892612778432,0.0313807766197225,0.0366081977326114,0.804044512104454,0.0789278308176225,0.261807870799784,0.0636597474607583,0.029336995337711
"cg10768932",0.69391325311955,0.0134319069781125,0.0125951225354154,0.020680512143031,0.0148905032687746,0.0127765726519042,0.0134414772071237,0.0128794114126169,0.507938025229005,0.019408028094588,0.0116006188449254,0.0181056889076634
"cg15384400",0.727443995916666,0.0336728489197471,0.0318925462763093,0.0546254975457488,0.0423511000063138,0.0332595680325465,0.0306135258336962,0.676029580723369,0.228742432503583,0.039303136184861,0.0252384751772659,0.0504203966874236
"cg22111167",0.688441170112656,0.112842985787532,0.601302299416333,0.0642025757620375,0.0546677217967342,0.0673633930954978,0.0818139678624194,0.122047832596775,0.0578437801617286,0.0667725444545068,0.0595530135717309,0.0747729926622399
"cg20979153",0.644603358425149,0.0212937878123419,0.694466723565088,0.0172760553882789,0.0181577870896259,0.0153821084132353,0.015649371226922,0.216926629421969,0.0115844410125395,0.0183911793601024,0.0504835826891641,0.017001957856011
"cg23045908",0.66423111289517,0.0291397775326489,0.0330316788996549,0.0924003111181897,0.0337575808876404,0.0826767384339407,0.0469760690277865,0.158095135524122,0.0675591356759827,0.0319531926155994,0.727117586986233,0.0345618742913352
"cg04754652",0.633469685693304,0.18601302387406,0.0743110487791471,0.0395930574176486,0.0359004898945476,0.0290330418231535,0.0293392453815496,0.0496210061893384,0.068222563195739,0.245210222546033,0.0291415101689902,0.0425507719365723
"cg17830204",0.697958783857682,0.0239887045202567,0.0848173387441937,0.0363824274573992,0.0221498247274318,0.0199326435687403,0.023778492861414,0.35226561328442,0.562033954306919,0.368175128381567,0.0208934876151441,0.0180547056135547
"cg09374353",0.789231094701757,0.05268148021695,0.0444421140419312,0.430231153821554,0.468783159457683,0.296032080547033,0.191128596792321,0.202845054417323,0.618511999592725,0.0637399495140743,0.111863582072653,0.302473412348222
"cg13408344",0.660525752894437,0.0371311269456535,0.0484211321019318,0.0673327191853988,0.0597545647220387,0.0709949017706686,0.0433668917003026,0.422126787954564,0.176026107687655,0.342022463786247,0.0621581205135681,0.0627225538706694
"cg19918549",0.584266412237522,0.0308019924711814,0.0332674983220078,0.0280416016940874,0.0269056993515118,0.0280041992793836,0.0235504542531209,0.303817549200607,0.0378073126337086,0.158760272712087,0.0230502122758828,0.0316367527175551
"cg13315450",0.591395461087488,0.0400543732355095,0.0335157552230059,0.0659474853169595,0.0520914032650934,0.0562951816832977,0.0339931904300315,0.038084577221882,0.0509214548046078,0.0347856173921272,0.604351919923592,0.0524911882218143
"cg16970323",0.819012569111096,0.321456498165107,0.327756210095761,0.346231828776197,0.4709349466815,0.485965567909283,0.480691458368329,0.208504180262586,0.0788177591343987,0.0431354651228681,0.555658821953651,0.319697618452306
"cg15459165",0.6575502753032,0.0155063562990579,0.0164216258303296,0.115234078637524,0.0338121986382164,0.0273059075954613,0.0301190947846545,0.39293393721682,0.304615514399182,0.493638804337618,0.0518847488140612,0.22226573557388
"cg17707057",0.531577636354524,0.0190715384202378,0.0334615754504574,0.0751477419214429,0.017313444313936,0.0970094161097931,0.0210941854983859,0.0173032430034251,0.036241592192246,0.0137638951556147,0.0572585989750104,0.0271027550091231
"cg20173011",0.650619950549792,0.0221122210443355,0.0167646252009334,0.0684151513381417,0.260620514366594,0.0760805637187315,0.49653380771542,0.0221033093803604,0.360017545126024,0.18144160514066,0.291595085634677,0.0248732270506093
"cg21651000",0.527971511711058,0.0251827201005688,0.475208521380837,0.0993126585991976,0.0201757171814341,0.0155647873402668,0.0164209630174898,0.0134067536990381,0.0189200024420496,0.0127967743721291,0.0255202533873425,0.0505218806903126
"cg11401986",0.582466261440855,0.151965825207253,0.282040416070353,0.14532251951561,0.178821856270797,0.105291578449821,0.152816456466887,0.0977931041430696,0.0847079786075344,0.0569714032581737,0.0882147520689944,0.112238856643869
"cg04147593",0.702713653047966,0.344686897606984,0.24613966248217,0.248059320718795,0.330872805404834,0.246495337691458,0.295956022762523,0.419787999602545,0.0645944157040692,0.218275515289333,0.298248313252231,0.231796979347688
"cg01905489",0.597020391467721,0.0990036653188988,0.14064516894024,0.175203739870098,0.210945181388561,0.124965484458267,0.108756566289572,0.0900261634643184,0.463597338994165,0.232480079758102,0.392320550788796,0.120749377438495
"cg04102510",0.439179163269767,0.0200294762774548,0.0228180913368909,0.0404899702221746,0.0506341543042173,0.0157226113538258,0.0207031769396122,0.269939869272521,0.0229800328445803,0.174808900134456,0.019975680538009,0.0255279481244544
"cg07858613",0.48986002199011,0.076824195313648,0.221348250321278,0.0806333058782063,0.0581136917579551,0.0243147823703262,0.0541871304945428,0.428111270594922,0.10899393494589,0.24034908233574,0.242986768891156,0.0413999365530571
"cg14484844",0.600185645129722,0.163147690978226,0.268559895005307,0.346752136830534,0.292752700491072,0.207375158152867,0.244645477852499,0.27425335775315,0.343759897885561,0.250821215324302,0.167757175379601,0.361733543069308
"cg10765877",0.455393509477543,0.131441305869082,0.116084765851536,0.13352835447103,0.369338971274782,0.0817258506630375,0.0807330930980371,0.0904544480282491,0.0550364606567606,0.0548818291250155,0.0594010414558756,0.0875669345367078
"cg23509869",0.69974413678131,0.220273928193951,0.512811972933903,0.288798592294296,0.379006234815534,0.273388826379953,0.443348486794906,0.509734895531645,0.465688942403347,0.34877909803275,0.500998470421647,0.220051787934933
"cg01881899",0.403704124913682,0.0615526307632566,0.0243570164937714,0.0612845752951668,0.0235322498457121,0.0206082051653457,0.0234211254950659,0.341834008432374,0.240153037854461,0.089407476794249,0.0568574015384751,0.0539141142891165
"cg07589342",0.449555603016986,0.0305380058094992,0.0155064733736381,0.178722811549686,0.180403214602618,0.240716120320385,0.276763011311009,0.191261675735889,0.0584139070954399,0.0715678978237732,0.27095776506539,0.274939475301635
"cg04441857",0.353093568823035,0.0161703887728393,0.0151526444711371,0.0633178557219089,0.149796400075592,0.0315726755759557,0.232112089046096,0.0136683907200528,0.018758305250844,0.0145132810344828,0.0204749387257637,0.0245356909394254
"cg08080195",0.328489329143138,0.0282177772738912,0.0532135689005006,0.0307537425308251,0.114548993933751,0.0157949010911115,0.0153598356500206,0.0167342549158629,0.0177799889214963,0.0195878525590796,0.0165952149464038,0.0169523838781309
"cg09249494",0.397599893800484,0.0127502637852955,0.0141891047758634,0.165011081371707,0.0195464422286769,0.282118040546185,0.059913668323389,0.22748528939372,0.0123003074796406,0.183263986902816,0.166969925049105,0.18124892692417
"cg13311440",0.389004800275442,0.0419718136398102,0.219608157891947,0.0739173954892203,0.0686442677929374,0.0413467989098879,0.0488295831702351,0.123005011991729,0.258649180055664,0.161747526534222,0.0618113155360844,0.039799373534133
"cg06975311",0.43126525430379,0.0824907450045824,0.0774330645977185,0.183418981235227,0.163617592842927,0.0681518530355996,0.12318074341238,0.362818381553018,0.30281102770071,0.168033843529929,0.072225956806975,0.158764894677536
"cg20316440",0.35608727664123,0.0212955148221189,0.0154960039997358,0.120155052902042,0.0683917913551154,0.112984929496744,0.132635959026653,0.286534077017569,0.0295504817758243,0.0448457927038271,0.0550060367137758,0.118595453043578
"cg20660269",0.290048492659444,0.00396089716985792,0.00414160586096309,0.00552258978064079,0.00552584071285174,0.00467112414461932,0.00471107254112449,0.00395334895628553,0.20446103956356,0.00627273948665816,0.0314708105256395,0.00526020485610682
"cg17578639",0.319553029639656,0.0112573652919901,0.0116207664949854,0.0143483927992399,0.0150276422609008,0.0128626919281115,0.0129995616110232,0.256755770195118,0.175855762687801,0.0937389418044722,0.00911821419457882,0.0120319652074212
"cg27159719",0.288517320917652,0.0690217066420223,0.0522799256535289,0.0275062006295728,0.0182570233290625,0.016103905332166,0.022225978046507,0.0165416226777525,0.109282736637853,0.0192299493933299,0.0189213860173257,0.018027902231348
"cg02499214",0.309728859161937,0.00928518748634116,0.0753696996806395,0.0180696065855772,0.0315312583363224,0.0135181132175361,0.0382997570665022,0.182562627018455,0.141134675687291,0.0779743265862604,0.13583586277174,0.0158488223140761
"cg08574423",0.281271478608513,0.00811440510947235,0.0103127385691737,0.0184738655035969,0.0124176957828181,0.0114853118358695,0.0117997602000248,0.232165953211083,0.0380223446974337,0.0513447021058041,0.10943633145946,0.0110992306022704
"cg26800893",0.309539942157978,0.0825807398059529,0.0123375480268609,0.0860612623132733,0.0262762464001391,0.120142268194925,0.022941810915805,0.128088067707741,0.12066903960147,0.0438034004035772,0.287474085898903,0.0483909871666684
"cg09163035",0.325419281878745,0.169277918536641,0.238966498894643,0.0351593364435448,0.0213479100427266,0.033892166639119,0.0197783123423809,0.178363361118249,0.146237119256431,0.104125889632786,0.109098534403858,0.0718331976491377
"cg23010629",0.501711727311273,0.231034131999192,0.280947853850107,0.293800791147603,0.29139808769918,0.313187033620628,0.2973761770698,0.296788069784755,0.280602006003896,0.27313640898527,0.271298997108792,0.29409016983664
"cg09879334",0.294590235901333,0.0103646968053655,0.00912754289732089,0.133175279569745,0.0157785592628568,0.151984117966309,0.0208267114661112,0.0484124927349173,0.178362650036837,0.198582728078421,0.0277117552655542,0.012625289655004
"cg00035969",0.253994273609944,0.0280291562310025,0.0256539933198852,0.0317539729408985,0.0315123165099664,0.0350312626332588,0.0313601502330881,0.137275513800552,0.0234180138125013,0.0752189332493479,0.0360943239648504,0.0282447815173127
"cg02237342",0.218143930053268,0.0037353105030037,0.0037239510165572,0.00601269276696602,0.00535665088734434,0.0045673372195089,0.00476617307387231,0.00396839523512414,0.0639089527951958,0.00473120519076555,0.00481094157834014,0.00527240490541148
"cg26216618",0.226390098391717,0.0240191174886343,0.0223221943940565,0.0864276172046735,0.0329202835795668,0.0274864756647492,0.0233276275195177,0.0478437851873215,0.0482356576745435,0.0277678041212872,0.0227603771560982,0.0738354002460471
"cg05234326",0.23904514541016,0.0165350405557027,0.0174638362017321,0.126646808524019,0.159269043576843,0.0671908756379261,0.0637632309862952,0.0793342213376373,0.019587461471647,0.0207405150729368,0.0727166581780326,0.0831737288529747
"cg03717570",0.993214359465003,0.0148666316654295,0.925196302645403,0.99226431724023,0.992777451626673,0.992932851061551,0.99289363022963,0.993701194529621,0.994049157781764,0.993405034683169,0.993736960863437,0.991655314283383
"cg00900735",0.992854281778013,0.00868169350470491,0.83201891857976,0.991975866882247,0.992147086034793,0.99175143992731,0.991376479541401,0.993877289476066,0.994016329862941,0.993487177845917,0.993820797369547,0.990342601187868
"cg07960360",0.987700054819364,0.0125560213451926,0.93839294919064,0.985661851040643,0.98656437039899,0.984624508444418,0.987910945531265,0.986521024227948,0.990318683064091,0.990216572826804,0.989141653975527,0.983324042484759
"cg17845669",0.989319794849677,0.0125722602045068,0.887291564684819,0.986223867092134,0.986632153711139,0.987057655635267,0.988123358596857,0.99211116317144,0.989326488854951,0.988190177265345,0.990661992969907,0.984507867723836
"cg25382573",0.989737018792718,0.0121139808815854,0.915439418597457,0.953001217469569,0.989364790781229,0.976723917068145,0.988441055348141,0.991022800004594,0.989319439069155,0.987968616018997,0.9883442717513,0.942834069674396
"cg26960322",0.972695289081595,0.0309175331881072,0.959461871790818,0.968807504137638,0.978327460148893,0.964152587203462,0.97779301464423,0.94715535518689,0.979868203252652,0.981171134274275,0.968268507088978,0.953703746235883
"cg06943385",0.983869135084507,0.0330196242741233,0.919209816843686,0.879089722943222,0.982775783592602,0.986036278590532,0.985142137362213,0.986255870661001,0.988287925005944,0.985518609495626,0.987099263942189,0.983115109033448
"cg11576486",0.98800662114166,0.0479230559343187,0.963052532348154,0.985981016071094,0.986808732303511,0.984463565159707,0.985808106226418,0.987615316802851,0.992071789177672,0.99121550024652,0.989793000660423,0.982354374181667
"cg03969079",0.987283121340685,0.0206366199434915,0.622748186032977,0.985000726591032,0.986165165675854,0.983048546341712,0.984678425254304,0.986643114140625,0.987594760228076,0.988710831266353,0.990976066046062,0.98196009768668
"cg22084515",0.985103351386019,0.0471282317028775,0.935223741519839,0.976884504293594,0.985626488678497,0.984482457437585,0.986346542650377,0.986326881332565,0.987979748029702,0.987477135421746,0.98588582010826,0.982318961630132
"cg04330057",0.971170501872034,0.0318629490843233,0.883617736367149,0.963432409648656,0.97971795074749,0.967385199354119,0.980066980181785,0.970615550360638,0.974249969737749,0.975508577417705,0.972664162963943,0.966517324346148
"cg20043258",0.990867631669047,0.0250401213449313,0.645910644675203,0.985012190325189,0.98795787637171,0.938755429314585,0.988828582427153,0.990052312492059,0.992244986788291,0.992367797479932,0.98942693013937,0.987530012494758
"cg01530082",0.981225897421643,0.0384570900289578,0.866718224858963,0.975755815545025,0.979217141238291,0.976722789295873,0.979175863080951,0.981836305256582,0.985732633182351,0.98476472266549,0.983142395811176,0.971957075206788
"cg08761324",0.984401950223409,0.0450875155449451,0.939047115616024,0.960499038632514,0.985377783943245,0.962615307234518,0.985087528687155,0.986178609287102,0.988804401755362,0.98823883118888,0.988845387321461,0.968849134660007
"cg26426437",0.991622047783099,0.0431623782744461,0.825429432562262,0.988386832601177,0.98942948521316,0.98508783882953,0.985892469109189,0.992482246194991,0.991244891987177,0.989662798349663,0.983747858206576,0.983375194950673
"cg13377965",0.990921685205005,0.053372626559002,0.931957227854049,0.987341282995677,0.989948764571037,0.987152564989358,0.989401550693637,0.991795763962972,0.992318107881409,0.992311632595027,0.991919598929964,0.986767501887662
"cg12279968",0.986309452904707,0.0156581317730398,0.774692600571815,0.924543410001252,0.987595990839823,0.810101705386465,0.983269197717618,0.989248892330001,0.98869716964109,0.987515677110992,0.985712391111931,0.917227180918793
"cg18455405",0.882845602674042,0.0290330951912467,0.916821837820398,0.970817616856964,0.974213618295601,0.97368635821313,0.97273052387512,0.969863473412949,0.983869664381081,0.981574846591428,0.981348361011709,0.962563641035402
"cg18476690",0.986554556632226,0.0337293339171477,0.71003349258731,0.982035854386223,0.985754008320362,0.984015780555417,0.985363622013059,0.98764287232198,0.988266428951128,0.988071806238716,0.985334584496239,0.982093309282787
"cg15829423",0.983756169241521,0.0500928623408442,0.938510944735219,0.980781002690699,0.982570520012126,0.980486707075424,0.982848180055887,0.986311176709908,0.971875323781502,0.984932285555176,0.983948551609809,0.976927637923966
"cg14733637",0.970883462668684,0.0381341962275812,0.951033282763845,0.957136434662841,0.969640589438073,0.957350423404741,0.96400546308753,0.970086701368518,0.977379992416672,0.975052470958289,0.975381973668217,0.943354552828894
"cg26510178",0.99301401784356,0.05802662724722,0.941536945157935,0.989590615636817,0.990480039362276,0.978920175866675,0.988440883480782,0.993034542454077,0.993922088637469,0.991778098436242,0.991310717386604,0.977890534771077
"cg20311673",0.985971542435139,0.0390539505814904,0.705942940371764,0.988684648315702,0.989843445328541,0.986397343039213,0.988112657907391,0.986548938966722,0.989210345888922,0.989108160044779,0.989750883440611,0.963077798251803
"cg23087108",0.995820327901248,0.0674581078071406,0.976539874515297,0.994362948778056,0.995036144704793,0.994352606455758,0.994904284227321,0.996310655816895,0.995972307840303,0.995636254219862,0.974219999309456,0.994046298880411
"cg01884715",0.970198777654108,0.0305505371022256,0.838648790470265,0.951159568742842,0.984253464090075,0.955306313789281,0.984153923961066,0.939426290244586,0.968148551878759,0.952673955991179,0.972570804156251,0.963444791023713
"cg27573549",0.991169259657953,0.0414541453721076,0.766841549613013,0.989817514544248,0.991135381937581,0.986195174386362,0.991045434231009,0.992094359952003,0.919852682555837,0.990320208606223,0.990945909824675,0.98964204679279
"cg00601124",0.986065567919273,0.0603561223577589,0.965968399190139,0.978027312619361,0.984712779471066,0.977641233801247,0.984439246881532,0.983222214943964,0.987784585755957,0.987055493026043,0.98482400850253,0.9787346853656
"cg04903883",0.989053091366218,0.0583940787830315,0.892199030480895,0.984773078491389,0.988569753576014,0.98391992057108,0.987156088230117,0.990458263330696,0.991685820108971,0.988590684341208,0.985391850058025,0.988167186563342
"cg27317694",0.976286107809759,0.0517235096888132,0.92670768749443,0.973966639094998,0.97608895624904,0.976055290661691,0.976044039466017,0.976228302504379,0.982982783410528,0.982324304763151,0.98184845307766,0.971409803674952
"cg00083596",0.979394376276432,0.028789230603733,0.910533707819706,0.909754724739079,0.980368676782688,0.855185451389995,0.979947829565698,0.979857711453044,0.981193099668622,0.979615282245071,0.965475363815567,0.860280683709855
"cg13325231",0.982923372146219,0.0402645196896637,0.814159855276004,0.927799125592495,0.980718204623492,0.978056698103949,0.980906008777368,0.981963031846886,0.985199342069669,0.985324996767341,0.987970334662585,0.884646362656947
